City,StateProvinceName,CountryRegionName,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,BikeBuyer,AvgMonthSpend
Melton,Victoria,Australia,4/10/1992 12:00:00 AM,Partial College,Skilled Manual,M,M,0,1,1,1,60667,1,53.55
Darlinghurst,New South Wales,Australia,5/16/1969 12:00:00 AM,Partial High School,Manual,M,S,1,0,0,0,31165,0,47.22
N. Vancouver,British Columbia,Canada,5/20/1965 12:00:00 AM,Partial High School,Manual,M,S,1,1,0,1,25919,0,45.79
San Carlos,California,United States,5/16/1987 12:00:00 AM,Bachelors,Management,F,S,1,2,0,0,106016,0,55.12
Torrance,California,United States,6/1/1974 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,1,2,53092,1,49.75
Colma,California,United States,1/24/1990 12:00:00 AM,Bachelors,Management,M,M,1,1,0,2,111876,0,50.9
Metz,Moselle,France,8/3/1966 12:00:00 AM,Partial College,Management,M,S,1,3,1,1,109013,1,53.02
Cliffside,British Columbia,Canada,4/3/1986 12:00:00 AM,Graduate Degree,Clerical,F,S,0,3,0,0,79337,1,53.75
Silverwater,New South Wales,Australia,3/7/1986 12:00:00 AM,Graduate Degree,Skilled Manual,F,S,0,2,0,0,57972,1,49.77
Drancy,Seine Saint Denis,France,7/24/1988 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,60113,0,49.94
Beverly Hills,California,United States,11/11/1977 12:00:00 AM,Partial College,Management,M,M,1,2,0,2,106415,0,59.26
Townsville,Queensland,Australia,9/18/1975 12:00:00 AM,High School,Manual,F,M,1,1,0,2,33637,0,46.63
Stuttgart,Saarland,Germany,10/18/1955 12:00:00 AM,Graduate Degree,Professional,F,M,1,1,2,2,133147,1,52.76
Darlinghurst,New South Wales,Australia,10/18/1999 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,54550,0,49.58
Hamburg,Hamburg,Germany,11/14/1966 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,2,2,52814,1,50.77
Port Orchard,Washington,United States,8/10/1997 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,87161,1,52.73
Colombes,Hauts de Seine,France,6/13/1975 12:00:00 AM,High School,Manual,M,M,1,1,1,2,26012,0,51.8
East Brisbane,Queensland,Australia,6/23/1989 12:00:00 AM,Graduate Degree,Clerical,M,M,1,3,1,2,84512,1,54.51
Frankfurt am Main,Hamburg,Germany,2/4/1989 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,0,1,1,61488,1,50.1
Daly City,California,United States,2/15/1977 12:00:00 AM,High School,Skilled Manual,M,M,1,1,1,2,56599,1,50.87
Bury,England,United Kingdom,5/19/1970 12:00:00 AM,High School,Manual,F,S,1,0,0,0,25900,0,49.77
London,England,United Kingdom,1/11/1981 12:00:00 AM,Graduate Degree,Skilled Manual,M,S,0,1,0,0,58170,0,50.92
Shawnee,British Columbia,Canada,5/21/1987 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,55112,0,52.72
Glendale,California,United States,10/21/1984 12:00:00 AM,Bachelors,Clerical,F,S,0,1,0,0,85723,0,50.24
Hobart,Tasmania,Australia,5/24/1981 12:00:00 AM,Partial College,Management,M,M,1,2,1,2,105476,1,57.6
Darlinghurst,New South Wales,Australia,8/24/1984 12:00:00 AM,Bachelors,Manual,M,M,0,1,1,1,27398,0,50.7
Santa Monica,California,United States,4/3/1971 12:00:00 AM,Partial College,Skilled Manual,F,M,1,1,0,2,60238,1,48.76
Burien,Washington,United States,1/19/1995 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,28925,0,45.21
Cliffside,British Columbia,Canada,10/10/1982 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,52472,0,48.85
Eilenburg,Brandenburg,Germany,11/5/1982 12:00:00 AM,Partial College,Manual,F,S,0,0,0,0,34262,1,48.89
Olympia,Washington,United States,9/15/1975 12:00:00 AM,High School,Clerical,M,M,1,3,1,2,81848,1,53.94
Daly City,California,United States,11/4/1974 12:00:00 AM,Partial High School,Manual,M,M,1,0,0,2,31059,0,53.49
Sunbury,Victoria,Australia,9/2/1972 12:00:00 AM,Partial College,Clerical,M,M,1,3,1,2,83923,1,55.3
Glendale,California,United States,11/19/1967 12:00:00 AM,Partial College,Clerical,M,M,1,2,1,2,78674,1,52.76
Erlangen,Bayern,Germany,4/5/1983 12:00:00 AM,Partial College,Clerical,M,M,1,1,0,2,77930,0,55.34
Metz,Moselle,France,2/10/1984 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,2,0,0,60280,0,49.02
Leipzig,Nordrhein-Westfalen,Germany,6/7/1994 12:00:00 AM,Partial High School,Skilled Manual,M,M,0,0,0,0,54827,0,47.75
San Diego,California,United States,7/11/1972 12:00:00 AM,Partial High School,Skilled Manual,M,M,1,1,2,2,51052,1,48.02
Coffs Harbour,New South Wales,Australia,6/18/1998 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,34761,0,50.5
Leeds,England,United Kingdom,12/11/1978 12:00:00 AM,Partial College,Manual,M,M,1,0,0,1,27802,0,45.05
Imperial Beach,California,United States,11/22/1959 12:00:00 AM,Bachelors,Management,F,M,1,2,2,2,111377,1,54.12
Brisbane,Queensland,Australia,11/8/1994 12:00:00 AM,Bachelors,Manual,M,S,0,0,0,0,36327,1,51.01
Berkeley,California,United States,2/2/1996 12:00:00 AM,Partial College,Manual,F,S,0,1,0,0,32176,0,47.25
Olympia,Washington,United States,1/23/1984 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,54509,0,49.6
Roubaix,Nord,France,6/10/1970 12:00:00 AM,High School,Skilled Manual,F,M,1,1,1,2,59708,1,49.27
Oregon City,Oregon,United States,12/15/1983 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,2,0,0,61366,1,53.73
Coffs Harbour,New South Wales,Australia,4/20/1992 12:00:00 AM,Bachelors,Clerical,M,S,0,2,0,0,77674,1,51.66
Lavender Bay,New South Wales,Australia,3/25/1992 12:00:00 AM,Bachelors,Professional,M,S,1,1,0,0,131003,1,53.04
Münster,Saarland,Germany,7/22/1990 12:00:00 AM,Bachelors,Skilled Manual,M,M,0,1,1,2,53028,1,50.25
Villeneuve-d'Ascq,Nord,France,8/25/1998 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,83894,1,54.75
Essen,Hamburg,Germany,11/12/1991 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,85567,1,51.14
Spokane,Washington,United States,2/15/1969 12:00:00 AM,Partial College,Management,M,M,1,2,1,2,108232,1,58.91
Berkeley,California,United States,1/23/1982 12:00:00 AM,Bachelors,Clerical,M,S,1,2,0,0,78862,1,62.14
N. Vancouver,British Columbia,Canada,4/21/2000 12:00:00 AM,High School,Skilled Manual,F,S,0,0,0,0,56947,1,51.67
Lynnwood,Washington,United States,4/14/1973 12:00:00 AM,High School,Skilled Manual,F,M,1,1,1,2,52333,1,49.48
Santa Cruz,California,United States,3/4/1978 12:00:00 AM,Partial College,Manual,M,M,1,1,1,2,33416,0,50.08
North Sydney,New South Wales,Australia,7/23/1981 12:00:00 AM,Partial College,Clerical,F,S,1,2,0,0,78665,1,50.08
Downey,California,United States,6/4/1966 12:00:00 AM,Bachelors,Clerical,M,M,1,1,0,3,84403,0,50.13
Cambridge,England,United Kingdom,6/20/1982 12:00:00 AM,Partial College,Management,M,S,1,2,0,0,104571,1,53.71
Chula Vista,California,United States,5/27/1995 12:00:00 AM,High School,Skilled Manual,M,S,0,0,0,0,57088,1,50.66
East Brisbane,Queensland,Australia,8/5/1985 12:00:00 AM,Bachelors,Management,M,S,1,1,0,0,112804,0,56.97
Burien,Washington,United States,7/26/1992 12:00:00 AM,Graduate Degree,Management,M,M,1,3,1,2,105252,1,55.63
Spokane,Washington,United States,1/16/1974 12:00:00 AM,Partial High School,Manual,M,M,1,1,1,2,34489,0,56.73
Wollongong,New South Wales,Australia,10/22/1980 12:00:00 AM,Partial College,Skilled Manual,F,S,0,1,0,0,61916,0,51.35
Woodland Hills,California,United States,9/14/1985 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,27541,0,46.67
North Sydney,New South Wales,Australia,10/20/1984 12:00:00 AM,Bachelors,Professional,M,S,1,2,0,0,137206,1,54.51
Geelong,Victoria,Australia,10/26/1985 12:00:00 AM,Bachelors,Manual,F,S,0,0,0,0,29707,0,47.92
Lemon Grove,California,United States,2/18/1996 12:00:00 AM,Partial College,Skilled Manual,M,S,0,0,0,0,56943,0,48.65
Fremont,California,United States,3/27/1958 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,2,3,131183,1,56.15
Melton,Victoria,Australia,12/2/1985 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,0,132151,0,54.45
Springwood,New South Wales,Australia,2/8/1974 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,1,0,2,53967,0,48.15
Berlin,Hessen,Germany,10/19/1966 12:00:00 AM,Bachelors,Management,F,M,1,2,0,2,112557,0,52.36
Lane Cove,New South Wales,Australia,6/27/1998 12:00:00 AM,Partial College,Skilled Manual,F,S,0,0,0,0,59318,1,48.33
Villeneuve-d'Ascq,Nord,France,5/17/1984 12:00:00 AM,Partial College,Clerical,M,S,0,1,0,0,85758,0,59.48
Colma,California,United States,6/21/1990 12:00:00 AM,Graduate Degree,Professional,M,M,1,3,0,1,129836,0,52.11
North Ryde,New South Wales,Australia,10/25/1989 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,0,136560,1,52.26
Grossmont,California,United States,9/14/1986 12:00:00 AM,Graduate Degree,Clerical,F,M,1,1,1,1,79382,1,54.61
Palo Alto,California,United States,9/8/1981 12:00:00 AM,Bachelors,Manual,M,M,1,1,1,2,35266,0,53.97
Colombes,Hauts de Seine,France,5/11/1994 12:00:00 AM,Partial High School,Manual,M,S,0,0,0,0,26175,0,48.88
Oregon City,Oregon,United States,3/22/1968 12:00:00 AM,Partial College,Manual,M,M,1,1,1,2,29652,0,55.96
Eilenburg,Brandenburg,Germany,3/14/1989 12:00:00 AM,Graduate Degree,Professional,M,S,1,3,0,0,135755,1,51.54
Royal Oak,British Columbia,Canada,1/16/1977 12:00:00 AM,High School,Skilled Manual,M,M,1,0,2,2,59622,1,51.11
Frankfurt,Bayern,Germany,7/1/1969 12:00:00 AM,Partial College,Management,M,M,1,2,0,2,104679,0,50.49
Esher-Molesey,England,United Kingdom,4/15/1980 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,61004,0,52.66
Rhodes,New South Wales,Australia,8/16/1957 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,1,54600,0,52.84
Warrnambool,Victoria,Australia,8/14/1971 12:00:00 AM,Partial High School,Manual,F,S,1,0,0,0,27362,0,47.35
Versailles,Yveline,France,10/9/1990 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,59425,0,51.98
Burlingame,California,United States,7/6/1960 12:00:00 AM,High School,Skilled Manual,M,M,1,1,0,2,58494,1,48.86
Versailles,Yveline,France,5/24/1973 12:00:00 AM,Partial College,Clerical,F,M,1,1,0,2,81831,0,50.16
London,England,United Kingdom,9/13/1973 12:00:00 AM,High School,Clerical,M,M,1,1,2,2,85826,1,57.73
National City,California,United States,9/10/1996 12:00:00 AM,High School,Skilled Manual,F,M,0,0,0,0,60555,1,49.04
Lancaster,England,United Kingdom,9/8/1994 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,0,0,0,57695,0,50.12
Concord,California,United States,11/21/1979 12:00:00 AM,Partial College,Skilled Manual,M,S,0,1,0,0,51775,1,52.23
Bobigny,Seine Saint Denis,France,1/5/1981 12:00:00 AM,Bachelors,Manual,M,S,0,1,0,0,31350,1,54.79
Stuttgart,Saarland,Germany,5/19/1965 12:00:00 AM,Bachelors,Manual,M,M,1,1,2,2,36029,1,47.34
Frankfurt am Main,Hamburg,Germany,10/8/1974 12:00:00 AM,Partial College,Skilled Manual,F,S,1,1,0,0,54206,0,52.85
Milsons Point,New South Wales,Australia,11/7/1985 12:00:00 AM,Bachelors,Clerical,M,M,1,2,1,2,82893,1,56.34
Les Ulis,Essonne,France,4/17/1991 12:00:00 AM,Partial College,Clerical,M,S,0,0,0,0,80367,1,52.51
Coffs Harbour,New South Wales,Australia,10/4/1991 12:00:00 AM,Partial High School,Manual,F,M,0,0,1,1,36282,0,50.23
York,England,United Kingdom,12/13/1981 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,0,2,51271,0,48.44
Lavender Bay,New South Wales,Australia,4/2/1953 12:00:00 AM,Bachelors,Management,F,M,1,3,1,2,111535,1,55.33
Coffs Harbour,New South Wales,Australia,7/11/1978 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,54635,1,49.81
Frankfurt,Hessen,Germany,6/26/1999 12:00:00 AM,Partial College,Manual,M,S,0,0,0,0,27876,0,47.57
Hobart,Tasmania,Australia,8/25/1977 12:00:00 AM,High School,Manual,F,S,0,0,0,0,32901,1,50.58
Bellflower,California,United States,11/18/1957 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,1,1,137284,1,56.64
East Brisbane,Queensland,Australia,9/5/1964 12:00:00 AM,High School,Skilled Manual,M,M,1,2,0,2,61163,0,48.7
Palo Alto,California,United States,5/10/1969 12:00:00 AM,High School,Skilled Manual,F,S,1,1,0,0,60655,0,48.82
Matraville,New South Wales,Australia,11/3/1992 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,1,79107,1,54.37
Oxford,England,United Kingdom,3/5/1990 12:00:00 AM,Partial College,Management,M,S,0,3,0,0,103019,0,51.53
Burien,Washington,United States,9/12/1976 12:00:00 AM,High School,Skilled Manual,F,M,1,1,0,1,58014,1,47.81
Caloundra,Queensland,Australia,10/11/1986 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,2,0,0,59441,0,53.08
Torrance,California,United States,3/3/1982 12:00:00 AM,Graduate Degree,Management,M,M,1,2,0,0,105769,1,59.11
Beverly Hills,California,United States,11/21/1976 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,1,2,50925,1,49.45
Braunschweig,Nordrhein-Westfalen,Germany,6/11/1959 12:00:00 AM,Bachelors,Professional,F,S,1,2,0,1,131578,0,56.83
Chula Vista,California,United States,2/15/1971 12:00:00 AM,Partial College,Manual,F,M,1,1,1,2,28990,0,49.28
Haney,British Columbia,Canada,6/22/1967 12:00:00 AM,Bachelors,Management,F,S,1,2,1,1,107877,1,54.98
Seattle,Washington,United States,11/2/1989 12:00:00 AM,Graduate Degree,Management,F,M,1,1,0,2,105403,0,51.73
Newton,British Columbia,Canada,7/13/1994 12:00:00 AM,High School,Skilled Manual,F,S,0,2,0,0,54479,1,52.21
London,England,United Kingdom,9/8/1989 12:00:00 AM,Graduate Degree,Clerical,F,M,1,1,0,1,77158,1,49.6
Geelong,Victoria,Australia,5/13/1978 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,1,1,2,57637,1,52.15
Lebanon,Oregon,United States,12/12/1989 12:00:00 AM,Bachelors,Clerical,F,S,0,1,0,0,79439,0,53.27
Townsville,Queensland,Australia,11/13/1979 12:00:00 AM,Bachelors,Clerical,M,S,1,3,0,0,83126,1,51.79
Tremblay-en-France,Seine Saint Denis,France,4/7/1989 12:00:00 AM,Graduate Degree,Professional,M,S,1,1,0,0,138246,1,56.09
Redmond,Washington,United States,7/19/1979 12:00:00 AM,Bachelors,Clerical,M,S,1,1,0,0,78238,0,58.29
Westminster,British Columbia,Canada,8/19/1995 12:00:00 AM,High School,Skilled Manual,M,S,0,0,0,0,61403,0,53.18
Ingolstadt,Bayern,Germany,6/11/1987 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,1,2,55693,1,49.66
Bellingham,Washington,United States,3/15/1974 12:00:00 AM,Partial High School,Manual,F,M,1,0,2,2,31151,0,47.99
Hamburg,Hamburg,Germany,4/7/1988 12:00:00 AM,Partial College,Skilled Manual,F,M,0,1,2,2,53987,0,50.96
Fremont,California,United States,11/5/1996 12:00:00 AM,Partial College,Skilled Manual,F,S,0,2,0,0,53285,0,51.96
Chatou,Yveline,France,1/10/1985 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,61226,0,52.25
Orleans,Loiret,France,11/19/1959 12:00:00 AM,Bachelors,Management,F,M,1,3,1,2,104782,1,53.35
Wollongong,New South Wales,Australia,4/27/1979 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,1,1,55145,1,51.86
Los Angeles,California,United States,2/25/1979 12:00:00 AM,Partial College,Manual,F,M,1,0,0,2,31523,0,46.56
N. Vancouver,British Columbia,Canada,2/12/1963 12:00:00 AM,Bachelors,Professional,M,M,1,2,0,2,131918,0,52.54
Salem,Oregon,United States,9/22/1974 12:00:00 AM,Partial High School,Manual,F,S,0,0,0,0,28866,0,47.56
Bremerton,Washington,United States,10/21/1988 12:00:00 AM,Bachelors,Clerical,M,M,1,1,0,2,83507,0,51.02
Woodburn,Oregon,United States,12/26/1996 12:00:00 AM,Partial College,Manual,F,M,0,1,0,0,29532,0,45.44
Concord,California,United States,10/20/1997 12:00:00 AM,High School,Clerical,M,M,0,1,0,0,86576,0,49.71
Redwood City,California,United States,4/27/1978 12:00:00 AM,Graduate Degree,Manual,M,S,0,1,0,0,28298,0,49.93
Beverly Hills,California,United States,5/20/1976 12:00:00 AM,Partial College,Manual,F,M,1,0,2,2,25766,0,46.03
Langley,British Columbia,Canada,11/5/1998 12:00:00 AM,High School,Manual,M,S,0,0,0,0,33581,0,48.16
Billericay,England,United Kingdom,8/15/1976 12:00:00 AM,High School,Manual,F,M,1,1,0,2,29825,0,46.59
Bobigny,Seine Saint Denis,France,5/12/1980 12:00:00 AM,High School,Clerical,M,S,1,3,0,0,80510,1,52.71
Gold Coast,Queensland,Australia,8/20/1960 12:00:00 AM,Partial College,Skilled Manual,F,M,1,2,1,2,57805,1,52.86
Frankfurt,Hessen,Germany,5/27/1978 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,1,2,51562,1,52.3
Chula Vista,California,United States,5/23/1980 12:00:00 AM,Partial College,Clerical,F,S,1,3,0,0,76743,0,53.01
Walla Walla,Washington,United States,1/14/1989 12:00:00 AM,Graduate Degree,Clerical,F,M,1,2,1,2,76792,1,52.76
Duesseldorf,Hessen,Germany,11/15/1981 12:00:00 AM,Graduate Degree,Manual,M,M,1,1,1,2,35468,1,55.65
Frankfurt,Hessen,Germany,2/26/1982 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,2,131495,0,52.54
Saarbrücken,Saarland,Germany,4/4/1999 12:00:00 AM,Partial College,Management,M,S,0,2,0,0,102757,1,54.29
Beaverton,Oregon,United States,4/24/1980 12:00:00 AM,High School,Clerical,M,M,1,3,2,2,81728,1,54.96
W. Linn,Oregon,United States,8/4/1985 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,59009,1,48.98
Melbourne,Victoria,Australia,7/20/1990 12:00:00 AM,Graduate Degree,Professional,F,M,1,2,0,0,133866,0,52.43
Colombes,Hauts de Seine,France,5/26/1984 12:00:00 AM,Partial College,Skilled Manual,F,S,0,0,0,0,51832,1,47.92
Oxford,England,United Kingdom,7/24/1973 12:00:00 AM,Graduate Degree,Management,M,M,1,2,2,2,113344,1,52.44
Port Hammond,British Columbia,Canada,10/13/1991 12:00:00 AM,Graduate Degree,Professional,M,S,1,1,0,0,137065,1,55.35
London,England,United Kingdom,11/21/1992 12:00:00 AM,Partial High School,Manual,F,S,0,1,0,0,29912,0,49.58
Grevenbroich,Bayern,Germany,4/18/1987 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,0,2,52678,0,48.42
East Brisbane,Queensland,Australia,11/6/1973 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,2,1,1,61017,1,52.94
Rhodes,New South Wales,Australia,11/22/2000 12:00:00 AM,Bachelors,Skilled Manual,F,M,0,2,0,0,56374,1,48.53
Bendigo,Victoria,Australia,2/24/1979 12:00:00 AM,Bachelors,Manual,M,M,1,0,0,2,34851,0,54.73
Santa Cruz,California,United States,4/27/1987 12:00:00 AM,Graduate Degree,Clerical,M,S,0,0,0,0,86368,1,52.32
Daly City,California,United States,9/26/1997 12:00:00 AM,Partial College,Clerical,M,M,0,2,0,0,78686,0,50.09
Ingolstadt,Bayern,Germany,9/23/1999 12:00:00 AM,Partial College,Skilled Manual,M,S,0,0,0,0,57022,0,51.36
Wollongong,New South Wales,Australia,6/22/1979 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,51560,0,50.72
Berlin,Saarland,Germany,8/21/1992 12:00:00 AM,Partial High School,Manual,F,S,0,0,0,0,27757,0,49.82
Bellflower,California,United States,3/19/1969 12:00:00 AM,Partial College,Skilled Manual,F,S,1,2,0,0,52773,1,52.22
Yakima,Washington,United States,2/19/1983 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,0,0,0,51998,0,48.81
Bremerton,Washington,United States,3/12/1979 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,128043,0,51.86
Eilenburg,Brandenburg,Germany,8/22/1988 12:00:00 AM,Graduate Degree,Professional,F,S,1,2,0,0,129188,0,54.82
Coffs Harbour,New South Wales,Australia,5/20/1962 12:00:00 AM,Bachelors,Management,F,M,1,0,1,2,106425,1,52.08
Bury,England,United Kingdom,4/18/1991 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,2,0,0,55496,1,50.27
Milsons Point,New South Wales,Australia,11/12/1972 12:00:00 AM,Partial High School,Skilled Manual,F,M,1,0,0,2,56711,1,48.32
Birmingham,England,United Kingdom,11/13/1994 12:00:00 AM,Partial High School,Skilled Manual,M,S,0,2,0,0,59240,1,51.86
Tacoma,Washington,United States,10/22/1988 12:00:00 AM,Bachelors,Manual,F,S,0,0,0,0,35247,0,48.54
Saint Germain en Laye,Yveline,France,3/23/1979 12:00:00 AM,Bachelors,Skilled Manual,M,S,0,1,0,0,55159,1,53.9
Walla Walla,Washington,United States,12/4/1968 12:00:00 AM,Partial College,Manual,F,S,1,1,0,0,35834,0,47.84
Warrington,England,United Kingdom,4/23/1987 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,0,1,57425,0,48.93
Oakland,California,United States,5/3/1957 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,0,1,137014,0,56.2
Saint-Denis,Seine Saint Denis,France,3/19/1977 12:00:00 AM,Partial College,Clerical,M,M,1,2,0,2,77918,1,57.26
Paderborn,Hamburg,Germany,9/4/1964 12:00:00 AM,Bachelors,Skilled Manual,M,M,1,1,2,2,56918,1,52.09
Sooke,British Columbia,Canada,11/4/1995 12:00:00 AM,Partial College,Clerical,F,S,0,2,0,0,82389,0,53.92
Renton,Washington,United States,2/23/1988 12:00:00 AM,Bachelors,Clerical,M,M,1,1,1,2,87287,1,54.57
Springwood,New South Wales,Australia,9/17/1978 12:00:00 AM,Bachelors,Clerical,M,M,1,1,2,2,81253,1,60.29
Saint-Denis,Seine Saint Denis,France,12/23/1991 12:00:00 AM,Partial High School,Skilled Manual,F,S,0,0,0,0,57993,0,51.82
Palo Alto,California,United States,6/16/1987 12:00:00 AM,Bachelors,Skilled Manual,F,S,0,1,0,0,55763,0,50.83
Downey,California,United States,8/22/1964 12:00:00 AM,Partial High School,Manual,M,M,1,1,0,2,31579,0,45.87
Runcorn,England,United Kingdom,10/8/1991 12:00:00 AM,High School,Skilled Manual,F,S,0,1,0,0,53795,0,51.84
Santa Cruz,California,United States,3/16/1968 12:00:00 AM,Bachelors,Professional,M,M,1,2,0,2,127886,0,58.97
Langford,British Columbia,Canada,2/26/1982 12:00:00 AM,Partial College,Clerical,F,M,1,1,1,2,84024,1,54.87
Lake Oswego,Oregon,United States,9/4/1967 12:00:00 AM,Partial College,Clerical,F,M,1,3,1,2,77832,1,53.04
Stoke-on-Trent,England,United Kingdom,8/12/1963 12:00:00 AM,Graduate Degree,Professional,M,S,1,2,1,1,133962,1,56.28
Silverwater,New South Wales,Australia,10/13/1985 12:00:00 AM,Bachelors,Management,M,S,1,3,0,0,107107,1,58.34
Corvallis,Oregon,United States,8/17/1994 12:00:00 AM,Partial College,Clerical,M,S,0,2,0,0,86073,1,51.87
Colomiers,Garonne (Haute),France,7/18/1966 12:00:00 AM,Partial College,Clerical,F,S,1,0,1,1,87404,1,51.04
Burien,Washington,United States,10/12/1998 12:00:00 AM,Partial College,Clerical,M,M,0,1,0,0,83625,1,49.91
Bremerton,Washington,United States,2/12/1960 12:00:00 AM,Graduate Degree,Management,M,S,1,3,0,1,108790,1,52.74
Bellingham,Washington,United States,2/13/1969 12:00:00 AM,High School,Skilled Manual,F,M,1,2,1,2,55220,1,49.37
Bellflower,California,United States,5/8/1984 12:00:00 AM,Bachelors,Skilled Manual,F,M,1,0,0,2,61394,0,49.04
Chula Vista,California,United States,8/27/1971 12:00:00 AM,Partial College,Clerical,M,M,1,1,1,2,85713,0,56.43
